Time,Links,Qiymetler,Valyuta,Yer,Məlumat,Paylaşılma vaxtı,Scrape Vaxtı,Təmirli?,Çıxarış?,Ipoteka?,Elanın_Nömrəsi,Otaq_Sayı,Sahə,Mərtəbə_raw,Mərtəbə,BinadaMaxMərtəbə,AZN/m²
2023-04-17 23:02:00,https://bina.az/items/3422474,239000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
98 m²
11/18 mərtəbə","Bakı, bugün 23:02",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3422474,2,98.0,11/18,11.0,18.0,2438.775510204081
2023-04-17 22:57:00,https://bina.az/items/3353601,284000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
110 m²
3/12 mərtəbə","Bakı, bugün 22:57",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3353601,3,110.0,3/12,3.0,12.0,2581.818181818182
2023-04-17 22:56:00,https://bina.az/items/3252063,389000.0,AZN,Gənclik m.,"3 otaqlı
192 m²
5/16 mərtəbə","Bakı, bugün 22:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3252063,3,192.0,5/16,5.0,16.0,2026.0416666666667
2023-04-17 22:56:00,https://bina.az/items/3391191,259000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
157 m²
4/17 mərtəbə","Bakı, bugün 22:56",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3391191,3,157.0,4/17,4.0,17.0,1649.6815286624203
2023-04-17 22:56:00,https://bina.az/items/3402716,495000.0,AZN,Nərimanov r.,"4 otaqlı
287 m²
8/16 mərtəbə","Bakı, bugün 22:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3402716,4,287.0,8/16,8.0,16.0,1724.7386759581882
2023-04-17 22:56:00,https://bina.az/items/3231011,180000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
103 m²
6/18 mərtəbə","Bakı, bugün 22:56",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3231011,2,103.0,6/18,6.0,18.0,1747.5728155339805
2023-04-17 22:29:00,https://bina.az/items/3227074,299000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
129 m²
4/17 mərtəbə","Bakı, bugün 22:29",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3227074,3,129.0,4/17,4.0,17.0,2317.829457364341
2023-04-17 22:26:00,https://bina.az/items/3411332,175000.0,AZN,Nərimanov r.,"2 otaqlı
80 m²
14/16 mərtəbə","Bakı, bugün 22:26",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3411332,2,80.0,14/16,14.0,16.0,2187.5
2023-04-17 22:23:00,https://bina.az/items/3201984,520000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
146 m²
11/17 mərtəbə","Bakı, bugün 22:23",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3201984,3,146.0,11/17,11.0,17.0,3561.6438356164385
2023-04-17 22:21:00,https://bina.az/items/3424697,225000.0,AZN,Gənclik m.,"2 otaqlı
119 m²
11/18 mərtəbə","Bakı, bugün 22:21",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3424697,2,119.0,11/18,11.0,18.0,1890.7563025210084
2023-04-17 21:39:00,https://bina.az/items/3376393,205000.0,AZN,Nərimanov r.,"3 otaqlı
100 m²
3/17 mərtəbə","Bakı, bugün 21:39",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3376393,3,100.0,3/17,3.0,17.0,2050.0
2023-04-17 21:44:00,https://bina.az/items/3424658,227245.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
97 m²
15/17 mərtəbə","Bakı, bugün 21:44",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3424658,2,97.0,15/17,15.0,17.0,2342.7319587628867
2023-04-17 21:14:00,https://bina.az/items/3416748,221900.0,AZN,Nərimanov r.,"3 otaqlı
130 m²
6/20 mərtəbə","Bakı, bugün 21:14",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3416748,3,130.0,6/20,6.0,20.0,1706.923076923077
2023-04-17 21:07:00,https://bina.az/items/3024455,265000.0,AZN,Nərimanov r.,"4 otaqlı
175 m²
11/17 mərtəbə","Bakı, bugün 21:07",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3024455,4,175.0,11/17,11.0,17.0,1514.2857142857142
2023-04-17 20:57:00,https://bina.az/items/3403911,217000.0,AZN,Nərimanov r.,"3 otaqlı
112 m²
15/18 mərtəbə","Bakı, bugün 20:57",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3403911,3,112.0,15/18,15.0,18.0,1937.5
2023-04-17 20:55:00,https://bina.az/items/3301165,1200000.0,AZN,Gənclik m.,"7 otaqlı
750 m²
18/18 mərtəbə","Bakı, bugün 20:55",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3301165,7,750.0,18/18,18.0,18.0,1600.0
2023-04-17 20:52:00,https://bina.az/items/3351699,275000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
107 m²
9/17 mərtəbə","Bakı, bugün 20:52",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3351699,3,107.0,9/17,9.0,17.0,2570.0934579439254
2023-04-17 20:51:00,https://bina.az/items/3271902,158000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
52 m²
14/18 mərtəbə","Bakı, bugün 20:51",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3271902,2,52.0,14/18,14.0,18.0,3038.4615384615386
2023-04-17 20:45:00,https://bina.az/items/3203588,301400.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
137 m²
6/19 mərtəbə","Bakı, bugün 20:45",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3203588,3,137.0,6/19,6.0,19.0,2200.0
2023-04-17 20:42:00,https://bina.az/yasayis-kompleksleri/82,307802.0,AZN,Gənclik m.,"3 otaqlı
139.9 m²","Bakı, bugün 20:42",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,3,139.9,,,,2200.157255182273
2023-04-17 20:42:00,https://bina.az/yasayis-kompleksleri/82,357566.0,AZN,Gənclik m.,"3 otaqlı
162.5 m²","Bakı, bugün 20:42",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,3,162.5,,,,2200.4061538461538
2023-04-17 20:41:00,https://bina.az/yasayis-kompleksleri/82,336556.0,AZN,Gənclik m.,"3 otaqlı
153 m²","Bakı, bugün 20:41",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,3,153.0,,,,2199.7124183006536
2023-04-17 20:41:00,https://bina.az/yasayis-kompleksleri/82,232100.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
105.5 m²","Bakı, bugün 20:41",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,3,105.5,,,,2200.0
2023-04-17 20:41:00,https://bina.az/yasayis-kompleksleri/82,456302.0,AZN,Gənclik m.,"4 otaqlı
207.4 m²","Bakı, bugün 20:41",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,4,207.4,,,,2200.106075216972
2023-04-17 20:41:00,https://bina.az/yasayis-kompleksleri/82,151200.0,AZN,Gənclik m.,"2 otaqlı
67.2 m²","Bakı, bugün 20:41",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,2,67.2,,,,2250.0
2023-04-17 20:41:00,https://bina.az/yasayis-kompleksleri/82,225412.0,AZN,Gənclik m.,"2 otaqlı
102.5 m²","Bakı, bugün 20:41",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,2,102.5,,,,2199.141463414634
2023-04-17 20:34:00,https://bina.az/items/3371488,174000.0,AZN,Gənclik m.,"2 otaqlı
80 m²
8/17 mərtəbə","Bakı, bugün 20:34",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3371488,2,80.0,8/17,8.0,17.0,2175.0
2023-04-17 20:14:00,https://bina.az/items/3244293,205000.0,AZN,Nərimanov r.,"3 otaqlı
78 m²
12/17 mərtəbə","Bakı, bugün 20:14",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3244293,3,78.0,12/17,12.0,17.0,2628.2051282051284
2023-04-17 19:45:00,https://bina.az/items/3199438,289000.0,AZN,Nərimanov r.,"3 otaqlı
110 m²
4/16 mərtəbə","Bakı, bugün 19:45",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3199438,3,110.0,4/16,4.0,16.0,2627.2727272727275
2023-04-17 19:37:00,https://bina.az/items/3422736,168000.0,AZN,Nərimanov r.,"3 otaqlı
100 m²
7/16 mərtəbə","Bakı, bugün 19:37",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3422736,3,100.0,7/16,7.0,16.0,1680.0
2023-04-17 19:45:00,https://bina.az/items/3337449,570000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
180.5 m²
6/18 mərtəbə","Bakı, bugün 19:45",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3337449,4,180.5,6/18,6.0,18.0,3157.894736842105
2023-04-17 19:25:00,https://bina.az/items/3385019,196500.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
72 m²
4/20 mərtəbə","Bakı, bugün 19:25",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3385019,2,72.0,4/20,4.0,20.0,2729.1666666666665
2023-04-17 19:24:00,https://bina.az/items/3411337,165000.0,AZN,Nərimanov r.,"2 otaqlı
70 m²
8/16 mərtəbə","Bakı, bugün 19:24",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3411337,2,70.0,8/16,8.0,16.0,2357.1428571428573
2023-04-17 19:19:00,https://bina.az/items/2980130,233500.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
113 m²
7/18 mərtəbə","Bakı, bugün 19:19",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,2980130,3,113.0,7/18,7.0,18.0,2066.3716814159293
2023-04-17 19:16:00,https://bina.az/items/3404460,360000.0,AZN,Gənclik m.,"3 otaqlı
165 m²
6/12 mərtəbə","Bakı, bugün 19:16",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3404460,3,165.0,6/12,6.0,12.0,2181.818181818182
2023-04-17 19:14:00,https://bina.az/items/3168351,289000.0,AZN,Nərimanov r.,"3 otaqlı
107 m²
4/18 mərtəbə","Bakı, bugün 19:14",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3168351,3,107.0,4/18,4.0,18.0,2700.9345794392525
2023-04-17 19:14:00,https://bina.az/items/3336031,286000.0,AZN,Nərimanov r.,"3 otaqlı
117 m²
16/18 mərtəbə","Bakı, bugün 19:14",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3336031,3,117.0,16/18,16.0,18.0,2444.4444444444443
2023-04-17 19:10:00,https://bina.az/items/3399835,85000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
32 m²
17/18 mərtəbə","Bakı, bugün 19:10",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3399835,2,32.0,17/18,17.0,18.0,2656.25
2023-04-17 19:07:00,https://bina.az/items/3355598,170000.0,AZN,Nərimanov r.,"2 otaqlı
66 m²
2/8 mərtəbə","Bakı, bugün 19:07",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3355598,2,66.0,2/8,2.0,8.0,2575.757575757576
2023-04-17 19:03:00,https://bina.az/items/3392983,155000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
55 m²
9/16 mərtəbə","Bakı, bugün 19:03",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3392983,2,55.0,9/16,9.0,16.0,2818.181818181818
2023-04-17 19:03:00,https://bina.az/items/3395889,275000.0,AZN,Nərimanov r.,"4 otaqlı
160 m²
3/15 mərtəbə","Bakı, bugün 19:03",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3395889,4,160.0,3/15,3.0,15.0,1718.75
2023-04-17 19:00:00,https://bina.az/items/3397130,275000.0,AZN,Nərimanov r.,"3 otaqlı
100 m²
16/17 mərtəbə","Bakı, bugün 19:00",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3397130,3,100.0,16/17,16.0,17.0,2750.0
2023-04-17 19:00:00,https://bina.az/items/3337564,217000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
115 m²
15/18 mərtəbə","Bakı, bugün 19:00",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3337564,3,115.0,15/18,15.0,18.0,1886.9565217391305
2023-04-17 18:59:00,https://bina.az/items/3382581,209900.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
70 m²
3/16 mərtəbə","Bakı, bugün 18:59",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3382581,2,70.0,3/16,3.0,16.0,2998.5714285714284
2023-04-17 18:56:00,https://bina.az/items/3405380,520000.0,AZN,Nəriman Nərimanov m.,"5 otaqlı
250 m²
7/16 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3405380,5,250.0,7/16,7.0,16.0,2080.0
2023-04-17 18:56:00,https://bina.az/items/3406035,260000.0,AZN,Nərimanov r.,"3 otaqlı
118 m²
13/16 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3406035,3,118.0,13/16,13.0,16.0,2203.3898305084745
2023-04-17 18:56:00,https://bina.az/items/3388651,290000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
120 m²
4/8 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3388651,4,120.0,4/8,4.0,8.0,2416.6666666666665
2023-04-17 18:56:00,https://bina.az/items/3417533,275000.0,AZN,Nərimanov r.,"4 otaqlı
180 m²
14/15 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3417533,4,180.0,14/15,14.0,15.0,1527.7777777777778
2023-04-17 18:54:00,https://bina.az/items/3364740,270000.0,AZN,Nərimanov r.,"3 otaqlı
136 m²
4/14 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3364740,3,136.0,4/14,4.0,14.0,1985.2941176470588
2023-04-17 18:54:00,https://bina.az/items/3391543,265000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
103 m²
8/14 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3391543,2,103.0,8/14,8.0,14.0,2572.8155339805826
2023-04-17 18:54:00,https://bina.az/items/3411344,116000.0,AZN,Gənclik m.,"2 otaqlı
60 m²
2/9 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3411344,2,60.0,2/9,2.0,9.0,1933.3333333333333
2023-04-17 18:54:00,https://bina.az/items/3337493,570000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
178 m²
6/18 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3337493,3,178.0,6/18,6.0,18.0,3202.247191011236
2023-04-17 18:50:00,https://bina.az/items/3382719,215000.0,AZN,Nərimanov r.,"2 otaqlı
109 m²
17/18 mərtəbə","Bakı, bugün 18:50",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka var,3382719,2,109.0,17/18,17.0,18.0,1972.477064220184
2023-04-17 18:47:00,https://bina.az/items/3424438,305000.0,AZN,Gənclik m.,"2 otaqlı
105 m²
12/18 mərtəbə","Bakı, bugün 18:47",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3424438,2,105.0,12/18,12.0,18.0,2904.7619047619046
2023-04-17 18:46:00,https://bina.az/items/3189857,136000.0,AZN,Dərnəgül m.,"2 otaqlı
66 m²
3/17 mərtəbə","Bakı, bugün 18:46",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3189857,2,66.0,3/17,3.0,17.0,2060.6060606060605
2023-04-17 18:46:00,https://bina.az/items/3419673,155000.0,AZN,Gənclik m.,"2 otaqlı
60 m²
10/16 mərtəbə","Bakı, bugün 18:46",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3419673,2,60.0,10/16,10.0,16.0,2583.333333333333
2023-04-17 18:34:00,https://bina.az/items/3401724,289000.0,AZN,Nərimanov r.,"3 otaqlı
110 m²
4/18 mərtəbə","Bakı, bugün 18:34",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3401724,3,110.0,4/18,4.0,18.0,2627.2727272727275
2023-04-17 18:31:00,https://bina.az/items/3420214,194000.0,AZN,Gənclik m.,"2 otaqlı
90 m²
16/18 mərtəbə","Bakı, bugün 18:31",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3420214,2,90.0,16/18,16.0,18.0,2155.555555555556
2023-04-17 18:26:00,https://bina.az/items/3400451,185000.0,AZN,Nərimanov r.,"2 otaqlı
88 m²
7/14 mərtəbə","Bakı, bugün 18:26",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3400451,2,88.0,7/14,7.0,14.0,2102.2727272727275
2023-04-17 18:25:00,https://bina.az/items/3419160,189900.0,AZN,Nərimanov r.,"2 otaqlı
65 m²
10/16 mərtəbə","Bakı, bugün 18:25",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3419160,2,65.0,10/16,10.0,16.0,2921.538461538461
2023-04-17 18:20:00,https://bina.az/items/3366489,275000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
132 m²
2/19 mərtəbə","Bakı, bugün 18:20",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3366489,4,132.0,2/19,2.0,19.0,2083.333333333333
2023-04-17 18:17:00,https://bina.az/items/3424370,200000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
110 m²
10/19 mərtəbə","Bakı, bugün 18:17",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3424370,3,110.0,10/19,10.0,19.0,1818.1818181818185
2023-04-17 18:16:00,https://bina.az/items/3424365,287100.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
174 m²
14/17 mərtəbə","Bakı, bugün 18:16",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3424365,4,174.0,14/17,14.0,17.0,1650.0
2023-04-17 18:13:00,https://bina.az/items/3424361,215000.0,AZN,Nərimanov r.,"3 otaqlı
84 m²
9/16 mərtəbə","Bakı, bugün 18:13",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3424361,3,84.0,9/16,9.0,16.0,2559.5238095238096
2023-04-17 18:11:00,https://bina.az/items/3315395,220000.0,AZN,Gənclik m.,"3 otaqlı
100 m²
6/16 mərtəbə","Bakı, bugün 18:11",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3315395,3,100.0,6/16,6.0,16.0,2200.0
2023-04-17 18:11:00,https://bina.az/items/3205302,170000.0,AZN,Nərimanov r.,"2 otaqlı
70 m²
3/8 mərtəbə","Bakı, bugün 18:11",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3205302,2,70.0,3/8,3.0,8.0,2428.5714285714284
2023-04-17 18:10:00,https://bina.az/items/3360502,265000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
78 m²
6/16 mərtəbə","Bakı, bugün 18:10",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3360502,2,78.0,6/16,6.0,16.0,3397.435897435897
2023-04-17 18:10:00,https://bina.az/items/3424354,279000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
118 m²
5/17 mərtəbə","Bakı, bugün 18:10",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3424354,4,118.0,5/17,5.0,17.0,2364.406779661017
2023-04-17 18:40:00,https://bina.az/items/3424353,205000.0,AZN,Gənclik m.,"3 otaqlı
80 m²
12/17 mərtəbə","Bakı, bugün 18:40",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3424353,3,80.0,12/17,12.0,17.0,2562.5
2023-04-17 18:07:00,https://bina.az/items/3319315,275000.0,AZN,Nərimanov r.,"3 otaqlı
137 m²
8/15 mərtəbə","Bakı, bugün 18:07",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3319315,3,137.0,8/15,8.0,15.0,2007.2992700729928
2023-04-17 18:06:00,https://bina.az/items/3417550,155000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
80 m²
10/18 mərtəbə","Bakı, bugün 18:06",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3417550,2,80.0,10/18,10.0,18.0,1937.5
2023-04-17 17:51:00,https://bina.az/items/3189709,217000.0,AZN,28 May m.,"3 otaqlı
125 m²
15/18 mərtəbə","Bakı, bugün 17:51",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3189709,3,125.0,15/18,15.0,18.0,1736.0
2023-04-17 17:49:00,https://bina.az/items/3158871,240000.0,AZN,8 Noyabr m.,"3 otaqlı
130 m²
2/15 mərtəbə","Bakı, bugün 17:49",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3158871,3,130.0,2/15,2.0,15.0,1846.1538461538464
2023-04-17 17:48:00,https://bina.az/items/3084076,325000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
175 m²
15/22 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3084076,3,175.0,15/22,15.0,22.0,1857.142857142857
2023-04-17 17:48:00,https://bina.az/items/3342024,228000.0,AZN,8 Noyabr m.,"2 otaqlı
107 m²
16/18 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3342024,2,107.0,16/18,16.0,18.0,2130.841121495327
2023-04-17 17:48:00,https://bina.az/items/3090446,250000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
130 m²
14/19 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3090446,3,130.0,14/19,14.0,19.0,1923.076923076923
2023-04-17 17:48:00,https://bina.az/items/3310616,217000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
112 m²
15/18 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3310616,3,112.0,15/18,15.0,18.0,1937.5
2023-04-17 17:42:00,https://bina.az/items/3320935,147000.0,AZN,Nərimanov r.,"2 otaqlı
70 m²
5/18 mərtəbə","Bakı, bugün 17:42",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3320935,2,70.0,5/18,5.0,18.0,2100.0
2023-04-17 17:38:00,https://bina.az/items/3424025,284000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
145 m²
4/12 mərtəbə","Bakı, bugün 17:38",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3424025,3,145.0,4/12,4.0,12.0,1958.6206896551723
2023-04-17 17:36:00,https://bina.az/items/3051277,555000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
250 m²
5/18 mərtəbə","Bakı, bugün 17:36",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3051277,4,250.0,5/18,5.0,18.0,2220.0
2023-04-17 17:22:00,https://bina.az/items/3424233,150000.0,AZN,Nərimanov r.,"2 otaqlı
60 m²
14/17 mərtəbə","Bakı, bugün 17:22",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3424233,2,60.0,14/17,14.0,17.0,2500.0
2023-04-17 17:19:00,https://bina.az/items/3394143,215000.0,AZN,Koroğlu m.,"2 otaqlı
85.5 m²
9/17 mərtəbə","Bakı, bugün 17:19",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3394143,2,85.5,9/17,9.0,17.0,2514.619883040936
2023-04-17 17:17:00,https://bina.az/items/3420978,240000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
95 m²
11/16 mərtəbə","Bakı, bugün 17:17",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3420978,2,95.0,11/16,11.0,16.0,2526.315789473684
2023-04-17 17:16:00,https://bina.az/items/3424218,240000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
100 m²
11/18 mərtəbə","Bakı, bugün 17:16",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3424218,2,100.0,11/18,11.0,18.0,2400.0
2023-04-17 17:04:00,https://bina.az/items/3424199,179000.0,AZN,Bakmil m.,"2 otaqlı
103 m²
13/14 mərtəbə","Bakı, bugün 17:04",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3424199,2,103.0,13/14,13.0,14.0,1737.8640776699028
2023-04-17 17:03:00,https://bina.az/items/3341861,230000.0,AZN,Gənclik m.,"4 otaqlı
160 m²
2/9 mərtəbə","Bakı, bugün 17:03",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3341861,4,160.0,2/9,2.0,9.0,1437.5
2023-04-17 17:00:00,https://bina.az/items/3203455,260000.0,AZN,Gənclik m.,"3 otaqlı
120 m²
4/16 mərtəbə","Bakı, bugün 17:00",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3203455,3,120.0,4/16,4.0,16.0,2166.6666666666665
2023-04-17 17:00:00,https://bina.az/items/3181069,280000.0,AZN,Nərimanov r.,"3 otaqlı
140 m²
4/8 mərtəbə","Bakı, bugün 17:00",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka var,3181069,3,140.0,4/8,4.0,8.0,2000.0
2023-04-17 16:58:00,https://bina.az/items/3391487,140000.0,AZN,Nərimanov r.,"2 otaqlı
55 m²
4/9 mərtəbə","Bakı, bugün 16:58",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var,3391487,2,55.0,4/9,4.0,9.0,2545.454545454545
2023-04-17 17:02:00,https://bina.az/items/3424168,350000.0,AZN,Gənclik m.,"4 otaqlı
185 m²
12/17 mərtəbə","Bakı, bugün 17:02",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur,3424168,4,185.0,12/17,12.0,17.0,1891.891891891892
2023-04-17 16:50:00,https://bina.az/items/3386804,175000.0,AZN,Gənclik m.,"2 otaqlı
94 m²
7/16 mərtəbə","Bakı, bugün 16:50",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3386804,2,94.0,7/16,7.0,16.0,1861.7021276595744
2023-04-17 16:46:00,https://bina.az/items/3367842,225000.0,AZN,Koroğlu m.,"4 otaqlı
153 m²
10/13 mərtəbə","Bakı, bugün 16:46",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka var,3367842,4,153.0,10/13,10.0,13.0,1470.5882352941176
